Company,Country,public website
SPENCER OGDEN LIMITED,United Kingdom,spencer-ogden.com
SPITFIRE NETWORK SERVICES LIMITED,United Kingdom,http://www.spitfire.co.uk
SPOTIFY LIMITED,United Kingdom,spotify.com
SPRINGER NATURE (UK) LIMITED,United Kingdom,
SPROUT SOCIAL LIMITED,Ireland,
SQUARESPACE IRELAND LIMITED,Ireland,
SR PARTNERS LIMITED,United Kingdom,http://www.yfmep.com
SSE PLC,United Kingdom,http://www.southern-electric.co.uk
St Mungo'S,United Kingdom,http://www.mungos.org
ST. JAMES'S PLACE PLC,United Kingdom,sjp.co.uk
ST. JOHN AMBULANCE,United Kingdom,http://www.sja.org.uk
STA TRAVEL LIMITED,United Kingdom,https://stores.statravel.co.uk
Standard Bank Group International Limited,United Kingdom,
STANDARD CHARTERED BANK,United Kingdom,http://www.standardchartered.com
STANDARD LIFE UK SMALLER COMPANIES TRUST PLC,United Kingdom,standardlifeuksmallercompaniestrust.co.uk
STANTEC UK LIMITED,United Kingdom,http://www.stantec.com
STAR TECHNOLOGY SERVICES LIMITED,United Kingdom,claranet.co.uk
STARLING BANK LIMITED,United Kingdom,starlingbank.com
START MONDAY PERSONNEL LIMITED,Ireland,
STARTUPBOOTCAMP IOT LTD,United Kingdom,
STEER DAVIES & GLEAVE HOLDINGS LTD,United Kingdom,http://www.steerdaviesgleave.com
STELLA MCCARTNEY LTD,United Kingdom,http://www.stellamccartney.com
STEPHENSON HARWOOD LLP,United Kingdom,shlegal.com
STERIS PLC,United Kingdom,www.steris.com
STERLING ASSET SERVICES (UK) LTD,United Kingdom,
STHREE PLC,United Kingdom,http://www.sthreecareers.com
STREAM NETWORKS LIMITED,United Kingdom,
STREAMTIME SOFTWARE LIMITED,Ireland,
STRIDE LIMITED,United Kingdom,http://www.stride.co.uk
"STRIPE PAYMENTS EUROPE, LIMITED",Ireland,
STRIPE PAYMENTS INTERNATIONAL HOLDINGS LIMITED,Ireland,
STRUTT AND PARKER (FARMS) LIMITED,United Kingdom,http://www.spfarms.co.uk
STRYKER EUROPEAN OPERATIONS LIMITED,Ireland,
STUDENT LOANS COMPANY LIMITED,United Kingdom,http://www.slc.co.uk
STUDIO PRIVATE LIMITED,United Kingdom,
SUBSEA 7 (UK SERVICE COMPANY) LIMITED,United Kingdom,http://www.subsea7.com
SUCDEN FINANCIAL LIMITED,United Kingdom,http://www.sucdenfinancial.com
SUE RYDER,United Kingdom,http://www.sueryder.org
SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED,United Kingdom,smbc.co.jp
SUMUP PAYMENTS LIMITED,United Kingdom,http://sumup.co.uk
SUNDERLAND LIMITED,United Kingdom,http://www.safc.com
SUNGARD AVAILABILITY SERVICES (UK) LIMITED,United Kingdom,http://www.sungard.com
SUNWAY TRAVEL LIMITED,Ireland,
SUSQUEHANNA INTERNATIONAL GROUP LIMITED,Ireland,http://www.sig.com
SWINTON GROUP LIMITED,United Kingdom,http://www.swinton.co.uk
SYMANTEC HOLDINGS LIMITED,Ireland,
SYNERGY HEALTH (UK) LIMITED,United Kingdom,http://www.synergyhealthplc.com
SYNEXTRA LIMITED,United Kingdom,synextra.co.uk
SYSCOMM LTD.,United Kingdom,http://www.syscomm.co.uk
SYTNER GROUP LIMITED,United Kingdom,sytner.co.uk
T L S Media UK,United Kingdom,
T S P Car Hire,United Kingdom,
TABLEAU SOFTWARE UK LIMITED,United Kingdom,tableau.com
TALK STRAIGHT GROUP LIMITED,United Kingdom,http://www.talk-straight.com
TALKTALK COMMUNICATIONS LIMITED,United Kingdom,http://www.talktalk.co.uk
TANDEM MONEY LIMITED,United Kingdom,http://tandem.co.uk
TARMAC CEMENT AND LIME LIMITED,United Kingdom,http://www.tarmac.com
TATA COMMUNICATIONS (UK) LIMITED,United Kingdom,tatacommunications.com
TATE & LYLE UK LIMITED,United Kingdom,http://www.tateandlyle.com
TAX CONSULTANCY SERVICES LIMITED,United Kingdom,
TAYLOR WESSING LIMITED LIABILITY PARTNERSHIP,United Kingdom,http://www.taylorwessing.com
TAYLOR WIMPEY UK LIMITED,United Kingdom,http://www.taylorwimpey.com
TCLARKE PLC,United Kingdom,http://www.tclarke.co.uk
TE CONNECTIVITY LIMITED,United Kingdom,http://www.te.com
TECHNIP UK LIMITED,United Kingdom,technip.com
TECHNIPFMC PLC,United Kingdom,http://www.technip.com
TECHNOLOGICAL UNIVERSITY DUBLIN,Ireland,www.dit.ie
TECHUK LIMITED,United Kingdom,http://www.techuk.org
TECK IRELAND LIMITED,Ireland,
TED BAKER PLC,United Kingdom,https://www.tedbaker.com
TEEM SERVICES LIMITED,United Kingdom,
TELAPPLIANT LIMITED,United Kingdom,http://www.telappliant.com
TELEDATA UK LIMITED,United Kingdom,http://www.teledata.co.uk
TELEFLEX MEDICAL EUROPE LIMITED,Ireland,
TELEPERFORMANCE LIMITED,United Kingdom,http://www.teleperformanceukcareers.co.uk
TELIA CARRIER UK LIMITED,United Kingdom,http://www.teliasoneraic.com
TELKOM INTERNATIONAL LIMITED,United Kingdom,http://www.telkominternational.com
TELNYX IRELAND LIMITED,Ireland,
TERMINALFOUR SOLUTIONS LIMITED,Ireland,
TERRAPINN HOLDINGS LIMITED,United Kingdom,terrapinn.com
TESCO IRELAND LIMITED,Ireland,
TFM NETWORKS LIMITED,United Kingdom,http://www.tfmnetworks.com
THALES UK LIMITED,United Kingdom,https://www.thalesgroup.com
THE ANGEL FOUNDATION,United Kingdom,http://www.god.tv
THE APP BUSINESS LIMITED,United Kingdom,http://www.theappbusiness.com
The Asana School of English,Ireland,
THE ASSOCIATION OF ACCOUNTING TECHNICIANS,United Kingdom,http://www.aat.org.uk
THE AUDIO VISUAL GROUP LIMITED,United Kingdom,
The Avalon Group,United Kingdom,http://www.avalongroup.org.uk
THE BINDING SITE GROUP LIMITED,United Kingdom,http://www.bindingsite.co.uk
THE BRITISH MUSEUM COMPANY LIMITED,United Kingdom,http://www.britishmuseum.org
The Bunker,United Kingdom,http://www.bunkeruk.com
THE CARPHONE WAREHOUSE LIMITED,United Kingdom,http://www.carphonewarehouse.com
THE CHESHIRE FOUNDATION IN IRELAND,Ireland,http://www.cheshire.ie
THE CITY OF EDINBURGH COUNCIL,United Kingdom,http://www.edinburgh.gov.uk
The City University,United Kingdom,https://www.city.ac.uk
The Clarkson Alliance,United Kingdom,http://www.theclarksonalliance.com
THE CLOUD NETWORKS LIMITED,United Kingdom,thecloudnetwork.co.uk
The Crown Estate,United Kingdom,http://www.crownestate.co.uk
THE CYCLE SUPERSTORE LIMITED,Ireland,
THE ECONOMIC AND SOCIAL RESEARCH INSTITUTE,Ireland,www.esri.ie
THE ENERGY SAVING TRUST LIMITED,United Kingdom,http://www.energysavingtrust.org.uk
THE ENGINE GROUP LIMITED,United Kingdom,http://www.enginegroup.com
The Farm Group,United Kingdom,http://www.farmgroup.tv
THE FINANCIAL CONDUCT AUTHORITY,United Kingdom,http://www.fca.org.uk
THE FOOTBALL ASSOCIATION PREMIER LEAGUE LIMITED,United Kingdom,http://www.premierleague.com
THE FRANCIS CRICK INSTITUTE LIMITED,United Kingdom,crick.ac.uk
THE FUEL STORE LTD,United Kingdom,http://www.thefuelstore.co.uk
THE HEALTH & SAFETY GROUP LIMITED,United Kingdom,http://www.healthandsafetygroup.com
THE HEALTH SCIENCES ACADEMY LTD,United Kingdom,
THE HOSPITALITY PARTNERSHIP LIMITED,Ireland,
The Insight Centre for Data Analytics,Ireland,
THE INTERNET MARKETING COMPANY (UK) LIMITED,United Kingdom,
THE IRISH TIMES DESIGNATED ACTIVITY COMPANY,Ireland,
The Kennel Club Arts Foundation,United Kingdom,http://www.thekennelclub.org.uk
The Law Practice,United Kingdom,
THE MEDICAL PROTECTION SOCIETY LIMITED,United Kingdom,medicalprotection.org
The Moray Council,United Kingdom,http://www.moray.gov.uk
THE MUSIC VENUE TRUST,United Kingdom,
THE NET-A-PORTER GROUP LIMITED,United Kingdom,net-a-porter.com
THE NETWORKING PEOPLE (TNP) LIMITED,United Kingdom,http://www.itfuturesonline.com
The New Inn Clapham,United Kingdom,http://www.newinn-clapham.co.uk
THE OFFICE (KIRBY) LIMITED,United Kingdom,https://www.theofficegroup.com
THE PIRANHA BAR LIMITED,Ireland,
THE POSITIVE INTERNET COMPANY LIMITED,United Kingdom,http://www.positive-internet.com
THE PRESS ASSOCIATION LIMITED,United Kingdom,picselect.com
THE PRIVATE OFFICE LIMITED,United Kingdom,http://www.theprivateofficellp.com
THE PULSE GROUP LIMITED,United Kingdom,http://www.pulsegroup.com
THE REHAB GROUP,Ireland,
THE RESTAURANT GROUP PLC,United Kingdom,http://www.trgplc.com
THE ROYAL BANK OF SCOTLAND GROUP PUBLIC LIMITED COMPANY,United Kingdom,http://www.rbs.co.uk
The Royal British Legion,United Kingdom,
THE ROYAL HORTICULTURAL SOCIETY,United Kingdom,http://www.rhs.org.uk
THE ROYAL NATIONAL THEATRE,United Kingdom,http://www.thedeck.org.uk
THE ROYAL VETERINARY COLLEGE,United Kingdom,http://www.rvc.ac.uk
THE SALVATION ARMY,United Kingdom,http://www.salvationarmy.org.uk
THE SCIENCE RESEARCH FOUNDATION,United Kingdom,
THE STUDIO,United Kingdom,http://www.garywilliamsphotography.co.uk
THE SWINDON LIMITED PARTNERSHIP,United Kingdom,
THE UNITE GROUP PLC,United Kingdom,http://www.unite-students.com
THE UNIVERSITY OF WESTMINSTER,United Kingdom,westminster.ac.uk
THE UNLIMITED GROUP HOLDINGS LTD,United Kingdom,http://www.prophecyunlimited.com
THESQUA.RE LTD,United Kingdom,http://www.thesqua.re
THINK SYSTEMS UK LIMITED,United Kingdom,http://www.thinksys.co.uk
THIRD BRIDGE GROUP LIMITED,United Kingdom,
Thomas Cook Essentials,United Kingdom,
THOMAS INTERNATIONAL UK LIMITED,United Kingdom,http://www.thomasinternational.net
THOMPSONS SOLICITORS LLP,United Kingdom,http://www.thompsons.law.co.uk
THREE IRELAND (HUTCHISON) LIMITED,Ireland,www.02.ie
THUNDERHEAD (ONE) LTD.,United Kingdom,http://www.thunderhead.com
THUS GROUP HOLDINGS LIMITED,United Kingdom,http://www.thus.net
THYSSENKRUPP UK PLC,United Kingdom,http://www.thyssenkrupp.com
TICKETMASTER UK LIMITED,United Kingdom,http://www.livenationexperience.co.uk
TILNEY SERVICES LIMITED,United Kingdom,
TIMICO TECHNOLOGY GROUP LIMITED,United Kingdom,http://www.timico.com
TINES SECURITY SERVICES LIMITED,Ireland,
TINY ARK LIMITED,Ireland,
TJX UK,United Kingdom,http://www.tkmaxx.com
TLT LLP,United Kingdom,http://www.tltsolicitors.com
TOKIO MARINE KILN SYNDICATES LIMITED,United Kingdom,http://www.kilngroup.com
TOKYO DIGITAL LTD,United Kingdom,http://www.tokyodigital.co.uk
TOLUNA HOLDINGS LIMITED,United Kingdom,http://www.toluna-group.com
TOPIA LIMITED,United Kingdom,
Total Digital Stores,United Kingdom,http://www.totaldigitalstores.co.uk
Total Solutions,United Kingdom,
TOTTENHAM HOTSPUR FOOTBALL & ATHLETIC CO. LTD,United Kingdom,http://www.tottenhamhotspur.com
TOWERS WATSON SOFTWARE LIMITED,United Kingdom,http://www.towerswatson.com
TRAINLINE HOLDINGS LIMITED,United Kingdom,https://www.thetrainline.com
TRANSFERWISE LTD,United Kingdom,transferwise.com
TRAVELEX HOLDINGS LIMITED,United Kingdom,http://www.travelex.com
TRAVELPORT INTERNATIONAL LIMITED,United Kingdom,http://www.travelport.com
TRAVIS PERKINS PLC,United Kingdom,travisperkins.co.uk
TRAYPORT LIMITED,United Kingdom,http://www.trayport.com
TREATWELL SERVICES LIMITED,United Kingdom,
TRIANGLE COMPUTER SERVICES (IRELAND) LIMITED,Ireland,www.triangle.ie
TRIBAL GROUP PLC,United Kingdom,http://www.tribalgroup.com
TRIDENT NET LIMITED,United Kingdom,http://www.tridentnet.net
TRINITY BIOTECH PUBLIC LIMITED COMPANY,Ireland,
TRIODE NEWHILL LHP LIMITED,Ireland,
TRIPADVISOR LIMITED,United Kingdom,http://www.tripadvisor.co.uk
TRUNK NETWORKS LIMITED,United Kingdom,https://www.trunknetworks.com
TRUPHONE LIMITED,United Kingdom,http://www.truphone.com
TSB BANK PLC,United Kingdom,http://www.tsb.co.uk
TULIP LIMITED,United Kingdom,http://www.tulipltd.co.uk
TULLETT PREBON (UK) LIMITED,United Kingdom,http://www.tullettprebon.com
TULLOW OIL PLC,United Kingdom,http://www.tullowoil.com
TURNER & TOWNSEND GROUP LIMITED,United Kingdom,http://www.turnerandtownsend.com
TURNING POINT,United Kingdom,http://www.turning-point.co.uk
TWICKENHAM STUDIOS LIMITED,United Kingdom,http://www.twickenhamstudios.com
TWILIO UK LIMITED,United Kingdom,
TWISTED FISH LIMITED,United Kingdom,http://www.twistedfish.com
TWITCH UK LIMITED,United Kingdom,
TWITTER INTERNATIONAL COMPANY,Ireland,twitter.com
TWITTER UK LTD,United Kingdom,
TYNDALL NATIONAL INSTITUTE,Ireland,
UBM (UK) LIMITED,United Kingdom,ubm.com
UDARAS NA GAELTACHTA,Ireland,www.udaras.ie
UDEMY IRELAND LIMITED,Ireland,
UHY HACKER YOUNG LLP,United Kingdom,http://royston.uhy-uk.com
UK DEDICATED SERVERS HOLDINGS LTD,United Kingdom,http://www.ukservers.com
UK POWER NETWORKS HOLDINGS LIMITED,United Kingdom,http://www.ukpowernetworksservices.co.uk
UKFAST LEADERS LIMITED,United Kingdom,ukfast.co.uk
ULTIMATE PERFORMANCE BUSINESS SOLUTIONS LIMITED,United Kingdom,http://www.ultimateperformance.eu
ULTIMATE TECHNOLOGIES LIMITED,United Kingdom,
ULTRA ELECTRONICS LIMITED,United Kingdom,http://www.ultra-electronics.com
UNICEF IRELAND,Ireland,
UNILEVER PLC,United Kingdom,unilever.com
UNION OF STUDENTS IN IRELAND,Ireland,
UNISLIM LIMITED,Ireland,
UNITAS GLOBAL LTD,United Kingdom,
UNITE THE UNION,United Kingdom,http://www.unitetheunion.org
UNITED DRUG (WHOLESALE) LIMITED,Ireland,www.united-drug.ie
United Grand Lodge Of England,United Kingdom,http://www.ugle.org.uk
UNITED UTILITIES GROUP PLC,United Kingdom,unitedutilities.com
UNIVERSITY COLLEGE LONDON,United Kingdom,http://www.ucl.ac.uk
UNIVERSITY COLLEGE LONDON HOSPITALS CHARITY,United Kingdom,http://www.uclh.nhs.uk
UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,United Kingdom,https://www.nhs.uk
UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,United Kingdom,https://www.nhs.uk
UNIVERSITY OF BEDFORDSHIRE,United Kingdom,http://www.beds.ac.uk
UNIVERSITY OF EAST LONDON,United Kingdom,http://www.uel.ac.uk
UNIVERSITY OF EDINBURGH,United Kingdom,http://www.ed.ac.uk
UNIVERSITY OF GREENWICH,United Kingdom,gre.ac.uk
UNIVERSITY OF LEICESTER,United Kingdom,http://www.le.ac.uk
UNIVERSITY OF SOUTHAMPTON,United Kingdom,http://www.southampton.ac.uk
UNIVERSITY OF SUSSEX(THE),United Kingdom,sussex.ac.uk
UNIVERSITY OF THE ARTS LONDON,United Kingdom,http://www.arts.ac.uk
University Of Wales Trinity Saint David,United Kingdom,http://www.uwtsd.ac.uk
UNIVERSITY OF WARWICK PRESS LIMITED (THE),United Kingdom,http://www.warwicksu.com
UNIVERSITY OF WEST LONDON,United Kingdom,http://www.uwl.ac.uk
UNRULY HOLDINGS LIMITED,United Kingdom,http://www.unruly.co
UPC BROADBAND IRELAND LIMITED,Ireland,www.upc.ie
UPCLOUD UK LTD,United Kingdom,
UPP TECHNOLOGIES GROUP LTD,United Kingdom,
UPSTARTER PRODUCTIONS LIMITED,Ireland,
Uria & Menendez,United Kingdom,
UTILITY WAREHOUSE LIMITED,United Kingdom,utilitywarehouse.co.uk
VAIONI GROUP LIMITED,United Kingdom,http://www.vaioni.com
VALEO FOODS,Ireland,www.shamrockfoods.ie
VAULTEX UK LIMITED,United Kingdom,http://vaultexuk.com
VELOCITY1 LIMITED,United Kingdom,
VENN GROUP LIMITED,United Kingdom,venngroup.com
VENUS BUSINESS COMMUNICATIONS LTD,United Kingdom,venus.co.uk
VERELOGIC LIMITED,United Kingdom,http://www.verelogic.com
VERINT SYSTEMS UK LIMITED,United Kingdom,http://www.verint.com
VERIZON MEDIA EMEA LIMITED,Ireland,
VERSION 1 HOLDINGS LIMITED,Ireland,
VHI HEALTHCARE DESIGNATED ACTIVITY COMPANY,Ireland,
VIATEL IRELAND LIMITED,Ireland,
VIBRANT FOOD LIMITED,Ireland,
Victoria Hotel,United Kingdom,http://www.victoriahotel.co.uk
VIDEOSONTHENET LIMITED,Ireland,
VIE CARRATT LIMITED,United Kingdom,
VINCI CONSTRUCTION UK LIMITED,United Kingdom,http://www.vinci.plc.uk
VIRGIN ACTIVE LIMITED,United Kingdom,http://www.virginactive.co.uk
VIRGIN MEDIA BUSINESS LIMITED,United Kingdom,http://www.virginmedia.com
VIRGIN MEDIA LIMITED,United Kingdom,virginmedia.com
VIRGIN MONEY HOLDINGS (UK) PLC,United Kingdom,http://uk.virginmoney.com
VIRIDOR LIMITED,United Kingdom,viridor.co.uk
VIRTUAL1 LIMITED,United Kingdom,virtual1.com
VIRTUSTREAM UK LIMITED,United Kingdom,http://www.virtustream.com
Visa World,United Kingdom,https://visaworld.co.uk
VISION247 LTD,United Kingdom,http://www.vision247.com
VISIONS DESIGN LIMITED,United Kingdom,http://www.visionsdesign.co.uk
VISTATEC LIMITED,Ireland,
VITABIOTICS LIMITED,United Kingdom,http://www.vitabiotics.com
VMWARE INTERNATIONAL LIMITED,Ireland,vmware.com
VOCALINK LIMITED,United Kingdom,http://www.vocalink.com
VODAFONE GROUP PUBLIC LIMITED COMPANY,United Kingdom,https://www.vodafone.co.uk
VODAFONE GROUP SERVICES IRELAND LIMITED,Ireland,
VODAFONE IRELAND LIMITED,Ireland,http://www.vodafone.ie
VOICEHOST LIMITED,United Kingdom,
VOLKSWAGEN FINANCIAL SERVICES (UK) LIMITED,United Kingdom,
VOOSERVERS LIMITED,United Kingdom,vooservers.com
VORBOSS LIMITED,United Kingdom,vorboss.com
VTSL LIMITED,United Kingdom,http://www.vtsl.net
VXTREAM LTD,United Kingdom,vxtream.com
WAITROSE LIMITED,United Kingdom,http://www.waitrose.com
WALKERS LISTING SERVICES LIMITED,Ireland,
WALT DISNEY COMPANY LIMITED(THE),United Kingdom,http://www.disney.com
Waltham Forest College,United Kingdom,waltham.ac.uk
Warwick Road Dental Surgery,United Kingdom,https://www.606dental.co.uk
WATCHFRONT LIMITED,United Kingdom,http://www.watchfront.co.uk
WATERFORD INSTITUTE OF TECHNOLOGY,Ireland,
WATERSTONS LIMITED,United Kingdom,http://www.waterstons.com
WATT LESS LIMITED,Ireland,
WATTICS LIMITED,Ireland,
WAVENET LIMITED,United Kingdom,wavenetuk.com
WE ARE SOCIAL LTD,United Kingdom,http://www.wearesocial.co.uk
WE KNOW DATA LIMITED,United Kingdom,http://www.weknowdata.net
WEB AGE LTD.,United Kingdom,http://www.webage.co.uk
WEB SUMMIT SERVICES LIMITED,Ireland,
WEBROOT SERVICES LIMITED,United Kingdom,
WESLEYAN ASSURANCE SOCIETY,United Kingdom,wesleyan.co.uk
WEST HAM UNITED LIMITED,United Kingdom,http://www.whufc.com
WEST LOTHIAN COUNCIL,United Kingdom,http://www.westlothian.gov.uk
WESTCOAST LIMITED,United Kingdom,westcoast.co.uk
WESTERN BROADBAND NETWORKS LIMITED,Ireland,
WH Ireland,United Kingdom,
WHAT3WORDS LIMITED,United Kingdom,what3words.com
WHITBREAD GROUP PLC,United Kingdom,costa.co.uk
WHITBREAD PLC,United Kingdom,http://www.whitbread.com
WHITE STUFF LIMITED,United Kingdom,http://www.whitestuff.com
WHITEHALL RESOURCES LIMITED,United Kingdom,http://www.whitehallresources.co.uk
WIDEFM LIMITED,United Kingdom,http://www.juice-broadband.com
WIGHTFIBRE LIMITED,United Kingdom,wightfibre.com
WILDCARD UK LIMITED,United Kingdom,wildcard.net.uk
WILLIAM HILL PLC,United Kingdom,williamhill.com
WILLIS GROUP SERVICES LIMITED,United Kingdom,http://www.willistowerswatson.com
WILMINGTON PLC,United Kingdom,
Windsor Motor Group,Ireland,
WINTERFLOOD SECURITIES HOLDINGS LIMITED,United Kingdom,
WIREHIVE LIMITED,United Kingdom,http://www.wirehive.com
WISETEK SOLUTIONS LIMITED,Ireland,www.wisetek.ie
WITHERSWORLDWIDE LLP,United Kingdom,http://www.withersworldwide.com
WOLFGANG DIGITAL LIMITED,Ireland,
WOLSELEY UK LIMITED,United Kingdom,https://www.wolseley.co.uk
WOLTERS KLUWER (UK) LIMITED,United Kingdom,http://www.wolterskluwer.com
WONGA GROUP LIMITED,United Kingdom,
WOOD GROUP UK LIMITED,United Kingdom,https://www.woodgroup.com
WORKDAY LIMITED,Ireland,workday.com
WORKSPACE GROUP PLC,United Kingdom,workspace.co.uk
WORLD FIRST UK LIMITED,United Kingdom,http://www.worldfirst.com
WP ENGINE IRELAND LIMITED,Ireland,wpengine.com
WPP GLOBAL,United Kingdom,http://www.wpp.com
WPP PLC,United Kingdom,
WREN KITCHENS LIMITED,United Kingdom,http://www.wrenkitchens.com
WSP UK LIMITED,United Kingdom,wsp.com
Xilinx,Ireland,
XILINX FINANCE IRELAND LIMITED,Ireland,
XLN TELECOM LTD.,United Kingdom,xlntelecom.co.uk
XMA LIMITED,United Kingdom,xma.co.uk
XO COMMUNICATIONS LIMITED,United Kingdom,
Xposure,United Kingdom,http://www.xposurecreative.uk
XTX MARKETS LIMITED,United Kingdom,http://xtxmarkets.com
YARA INTERNATIONAL LIMITED,United Kingdom,http://www.yara.co.uk
YELP UK LTD,United Kingdom,
YORK DATA SERVICES LIMITED,United Kingdom,yorkdataservices.com
YOUGOV PLC,United Kingdom,yougov.co.uk
YOUNG SOCIAL INNOVATORS,Ireland,www.youngsocialinnovators.ie
YOUR GOLF TRAVEL LIMITED,United Kingdom,http://www.yourgolftravel.com
ZALANDO IRELAND LIMITED,Ireland,
ZAPPISTORE LIMITED,United Kingdom,
ZEN INTERNET LIMITED,United Kingdom,zen.co.uk
ZENDESK INTERNATIONAL LIMITED,Ireland,https://www.zendesk.co.uk
ZOOM INTERNET LIMITED,United Kingdom,zoom-internet.co.uk
ZOOPLA LIMITED,United Kingdom,http://www.zoopla.co.uk
ZOPA GROUP LIMITED,United Kingdom,http://www.zopa.com
ZYCOMM ELECTRONICS LIMITED,United Kingdom,http://www.zycomm.co.uk
JOHN SISK & SON HOLDINGS LIMITED,Ireland,0
SAVILLS COMMERCIAL IRELAND LIMITED,Ireland,0
Cation Consulting,Ireland,https://www.cationeng.com 
Clanwilliam Health,Ireland,http://www.clanwilliamhealth.com 
Diatec - Autodesk Gold Partner,Ireland,http://www.diatec.ie 
DNA IT Solutions,Ireland,http://www.dnait.ie 
Eirtight Technology,Ireland,http://www.eirtight.com 
Ergo,Ireland,http://www.ergogroup.ie 
#REF!,#REF!,#REF!
Eir Evo,Ireland,https://www.eirevo.ie/
Integrity360,Ireland,http://www.integrity360.com
Intuity,Ireland,https://www.intuity.ie/
Island Networks,Ireland,http://www.islandnetworks.com 
IT Force,Ireland,https://www.itforce.ie 
Logicalis Ireland,Ireland,http://www.ie.logicalis.com 
MJ Flood Technology,Ireland,https://www.mjf.ie/
Origina ,Ireland,http://www.Origina.com 
Storm Technology Ltd,Ireland,http://www.storm.ie 
Dunnes Stores,Ireland,www.dunnesstores.ie
Grafton Group Public Limited Company,Ireland,http://www.graftonplc.com
Seebelow,Ireland,http://www.bwg.ie/
Boylesports Holdings,Ireland,http://www.boylesports.com/
John Henderson (Holdings) Limited,Ireland,http://www.henderson-group.com
LCC GROUP LIMITED,Ireland,http://www.lcccoal.com/
Mcmullan Bros. Limited,Ireland,http://www.maxol.ie
US Direct E-commerce Holdings DAC,Ireland,https://www.eshopworld.com/
Stonehouse Marketing Limited,Ireland,http://www.stonehouse.ie
Bord Na Mona Public Limited Company,Ireland,www.bordnamona.ie
JDM Automotive Limited,Ireland,http://www.joeduffy.ie/
Portwest Unlimited Company,Ireland,http://www.portwest.ie
Amdipharm Limited,Ireland,http://www.amdipharm.com
James A. Barry & Company,Ireland,http://www.barrygroup.ie
MML Holdings Limited,Ireland,http://www.msl.ie
Aer Rianta International Cuideachta Phoibli Theoranta,Ireland,http://www.ari.ie/
Amalgamated Hardware Public Limited Company,Ireland,http://www.topline.ie/
Convest Limited,Ireland,http://www.gowangroup.ie
National Hardware Designated Activity Company,Ireland,http://www.arro.ie/
Windsor Motors,Ireland,http://www.windsor.ie
Supermacs (Holdings) Limited,Ireland,http://supermacs.ie/
Dsg Retail Ireland Limited,Ireland,www.pcworld.ie
Morgan Fuels Ireland Limited,Ireland,http://www.morganfuels.com/
BMW Automotive (Ireland) Limited,Ireland,http://www.bmw.ie/ie/en/
Glennon Bros. Holdings Limited,Ireland,http://www.glennonbrothers.ie/
Lisavaird Farms Limited,Ireland,http://www.lisavairdco-op.ie
Campbell Bewley Group Limited,Ireland,http://www.bewleys.com
Drinagh Sales Limited,Ireland,http://www.drinagh.com
Jones Oil Limited,Ireland,http://www.jonesoil.ie
Premier Lotteries Ireland Designated Activity Company,Ireland,http://www.lottery.ie
Eason And Son Limited,Ireland,www.easons.com
Torski Limited,Ireland,http://www.talbothotels.ie/
Commidare Holdings Limited,Ireland,http://www.garveygroup.ie
Ogalas Limited,Ireland,http://www.homestoreandmore.ie
Stafford Holdings Limited,Ireland,http://www.staffordgroup.ie
Tender Meats Limited,Ireland,http://www.tendermeats.ie
Dunnes Stores (Bangor) Limited,Ireland,http://www.dunnesstores.com
Quinns Of Baltinglass Limited,Ireland,http://www.quinns.ie/
Ellsont Fashion Limited,Ireland,http://www.lifestylesports.com
Railford Investments Limited,Ireland,0
Johnson & Perrott Limited,Ireland,http://www.jpmg.ie
Tuli (Holdings) Ireland Limited,Ireland,http://tuliholdings.com/
Anthony Nicholas Limited,Ireland,http://www.fields.ie/
Centenary Thurles Stores Limited,Ireland,http://centenarythurles.com/
Power City Limited,Ireland,http://www.powercity.ie/
Ecocem Materials Limited,Ireland,http://www.ecocem.ie
Sam Mccauley Chemists Limited,Ireland,http://www.sammccauley.com/aspx/Homepage.aspx
J.A. Boland & Sons (Wexford) Limited,Ireland,http://www.bolandswexford.ie
Michael Moore (Car Sales) Limited,Ireland,http://www.mmcs.ie/
Staunton Sports,Ireland,http://www.elverys.ie/
BROOKS TIMBER & BUILDING SUPPLIES LIMITED,Ireland,http://www.brooksgroup.ie/
Fitzpatricks Garage Group Limited,Ireland,http://www.fitzpatricksgarages.ie
Grennan Mills Limited,Ireland,http://www.grennans.ie
Wembar Limited (Behey Ltd),Ireland,http://www.mccabespharmacy.com/
Kylemore Services Group (Dining) Limited,Ireland,http://www.ksg.ie
Euro General Retail Limited,Ireland,http://www.eurogeneral.ie
Denis Mahony Limited,Ireland,http://www.denismahony.ie
McCarren And Company Limited,Ireland,http://www.kepak.ie
Drishlawn Limited,Ireland,http://www.hickeyspharmacies.ie
Edward Dillon & Co. Limited,Ireland,http://www.edwarddillonco.ie/
Scorta,Ireland,http://www.rochesfeeds.com
Caulfield Mccarthy Group Retail,Ireland,0
Wilcon Limited,Ireland,http://www.mwh.ie/
Irish International Trading Corporation (Cork) Public Limited Company,Ireland,http://www.iitc.ie
Peter Mark Hair Salons Unlimited Company,Ireland,http://www.petermark.ie
Griffin Central Limited,Ireland, 
Pairc An Chrocaigh Teoranta,Ireland,http://www.crokepark.ie/
Kevin O'Leary (Holdings) Limited,Ireland,http://www.kevinoleary.ie
GP Wood Ltd,Ireland,http://www.gpwood.ie
